house_title,resblock_name,bizcircle_name,district_name,layout,rent_area,rent_price_listing,frame_orientation,m_url
整租·阳光高尔夫大厦 1室0厅 西,阳光高尔夫大厦,香蜜湖,福田区,1室0厅0卫,102.29,16366,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2897683906050392064.html
整租·星座大厦 1室0厅 南,星座大厦,石厦,福田区,1室0厅1卫,38.00,5000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2897670131721715712.html
整租·高发城驰苑 2室1厅 北,高发城驰苑,皇岗,福田区,2室1厅1卫,58.88,7000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2897965064491368448.html
整租·玮鹏花园 2室1厅 西北,玮鹏花园,华强北,福田区,2室1厅1卫,76.00,8000,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2898442580532936704.html
整租·花好园 1室1厅 东北,花好园,上下沙,福田区,1室1厅1卫,40.00,6500,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2897179531171602432.html
整租·锦林新居 3室2厅 南,锦林新居,梅林,福田区,3室2厅1卫,96.00,6800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2896413596407824384.html
整租·星河世纪 1室1厅 东,星河世纪,福田中心,福田区,1室1厅1卫,44.23,8800,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2897093272549720064.html
整租·阳光高尔夫大厦 1室0厅 南,阳光高尔夫大厦,香蜜湖,福田区,1室0厅0卫,95.98,15357,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2897677332133183488.html
整租·城市主场 1室1厅 西南,城市主场,八卦岭,福田区,1室1厅1卫,45.00,4400,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2897704723740639232.html
整租·高发城驰苑 2室1厅 西南,高发城驰苑,皇岗,福田区,2室1厅1卫,55.00,6800,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2898591841702658048.html
整租·嘉葆润金座 2室1厅 东,嘉葆润金座,新洲,福田区,2室1厅1卫,33.86,5800,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2898491480396005376.html
整租·赛格公寓 1室1厅 南/北,赛格公寓,华强北,福田区,1室1厅1卫,48.28,4500,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2897736536067932160.html
整租·大中华国际金融中心 2室1厅 西,大中华国际金融中心,福田中心,福田区,2室1厅1卫,63.00,7500,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2788430819239403520.html
整租·新洲花园综合楼 3室2厅 南,新洲花园综合楼,新洲,福田区,3室2厅1卫,88.00,7000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2789936134384525312.html
整租·宝树台 1室0厅 东,宝树台,华强北,福田区,1室0厅1卫,43.30,6300,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2897169142861791232.html
整租·恒明ONE 2室1厅 南,恒明ONE,龙岗中心城,龙岗区,2室1厅1卫,43.00,3300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894066184079286272.html
整租·百合星城一期 2室1厅 南,百合星城一期,布吉关,龙岗区,2室1厅1卫,62.00,4400,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894283456206864384.html
整租·英郡年华花园一期 3室1厅 南,英郡年华花园一期,丹竹头,龙岗区,3室1厅1卫,89.00,4800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894098293758107648.html
整租·中海怡美山庄 2室1厅 南/北,中海怡美山庄,横岗,龙岗区,2室1厅1卫,68.45,3400,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2894010427258445824.html
整租·怡龙枫景园 3室2厅 南/北,怡龙枫景园,龙岗双龙,龙岗区,3室2厅1卫,89.08,4000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2894065411429769216.html
整租·锦城星苑一期 1室1厅 南,锦城星苑一期,龙岗双龙,龙岗区,1室1厅1卫,51.90,2000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894227679060697088.html
整租·龙园龙凤雅居 1室0厅 北,龙园龙凤雅居,布吉街,龙岗区,1室0厅1卫,33.00,2800,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2894099663894347776.html
整租·麟恒中心广场一期 4室2厅 南,麟恒中心广场一期,横岗,龙岗区,4室2厅2卫,83.16,5500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892038962158256128.html
整租·尚景花园 3室2厅 南,尚景花园,龙岗中心城,龙岗区,3室2厅2卫,102.00,3800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892160470465658880.html
整租·中骏四季阳光二期 3室2厅 南,中骏四季阳光二期,坪地,龙岗区,3室2厅1卫,85.00,3200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891835843826696192.html
整租·吉祥里 3室2厅 南,吉祥里,龙岗中心城,龙岗区,3室2厅1卫,80.00,4000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2893737275500265472.html
整租·公园花半里 3室2厅 南,公园花半里,龙岗双龙,龙岗区,3室2厅2卫,89.04,5300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892014118280642560.html
整租·吉祥里 3室2厅 东南,吉祥里,龙岗中心城,龙岗区,3室2厅2卫,81.00,4400,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891944914789072896.html
整租·星河银湖谷 4室2厅 西南,星河银湖谷,坂田,龙岗区,4室2厅2卫,89.00,8500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892084327314112512.html
整租·欧景花园一期 4室2厅 南,欧景花园一期,龙岗中心城,龙岗区,4室2厅2卫,108.20,5200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891922008302690304.html
整租·万科第五园一期 3室1厅 南,万科第五园一期,坂田,龙岗区,3室1厅2卫,107.00,6100,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892123436883386368.html
整租·龙福一村 3室2厅 南,龙福一村,龙岗中心城,龙岗区,3室2厅1卫,92.00,3000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892852571922505728.html
整租·雅豪祥苑 2室2厅 南,雅豪祥苑,龙岗中心城,龙岗区,2室2厅1卫,66.01,2800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892118581750013952.html
整租·万科翰邻城 3室2厅 南,万科翰邻城,龙岗中心城,龙岗区,3室2厅2卫,89.00,4500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892665692400648192.html
整租·和成世纪名园 1室1厅 西北,和成世纪名园,坂田,龙岗区,1室1厅0卫,63.47,7600,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2892908165945630720.html
整租·凯东吉祥悦府 3室1厅 东南,凯东吉祥悦府,龙岗双龙,龙岗区,3室1厅1卫,81.90,2000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2893284731212791808.html
整租·德福花园 3室2厅 东,德福花园,布吉街,龙岗区,3室2厅1卫,72.00,3600,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2894888198021062656.html
整租·万科第五园八期 3室2厅 南,万科第五园八期,坂田,龙岗区,3室2厅2卫,89.00,6500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894078176693329920.html
整租·腾昌花园 2室1厅 东南,腾昌花园,横岗,龙岗区,2室1厅1卫,104.46,3000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2893588120371478528.html
整租·东方明珠城 3室2厅 西北,东方明珠城,龙岗中心城,龙岗区,3室2厅2卫,95.00,4200,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2892597051911045120.html
整租·康达尔花园五期蝴蝶堡 3室2厅 南,康达尔花园五期蝴蝶堡,布吉大芬,龙岗区,3室2厅1卫,81.00,5200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894785210879320064.html
整租·桂芳园五期 3室1厅 东南,桂芳园五期,布吉大芬,龙岗区,3室1厅1卫,92.07,5200,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894050021756911616.html
整租·翠竹邨 4室2厅 东南,翠竹邨,龙岗双龙,龙岗区,4室2厅2卫,138.09,3300,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894052028412338176.html
整租·信义御城豪园 4室1厅 南,信义御城豪园,横岗,龙岗区,4室1厅2卫,89.87,7180,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894220236326699008.html
整租·东森花园 2室1厅 东南,东森花园,龙岗中心城,龙岗区,2室1厅1卫,53.62,2000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894009456445112320.html
整租·中海阳光玫瑰园 2室1厅 东南,中海阳光玫瑰园,前海,南山区,2室1厅1卫,54.00,6200,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2858085057900855296.html
整租·世界花园樱花居 3室2厅 南,世界花园樱花居,华侨城,南山区,3室2厅1卫,96.00,9500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2898567021891960832.html
整租·半山翠林花园 5室2厅 南/北,半山翠林花园,西丽,南山区,5室2厅2卫,160.00,12000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2891287716962500608.html
整租·光彩山居岁月 3室2厅 南,光彩山居岁月,前海,南山区,3室2厅2卫,121.45,10500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2863798142606770176.html
整租·南光花园 3室1厅 南,南光花园,南山中心,南山区,3室1厅2卫,89.00,7700,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2872652397011288064.html
整租·荟芳园 3室1厅 南,荟芳园,南山中心,南山区,3室1厅2卫,85.00,7900,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2847826359584301056.html
整租·鼎胜山邻居 2室1厅 南/北,鼎胜山邻居,西丽,南山区,2室1厅1卫,44.00,6600,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2883342418944999424.html
整租·半岛城邦花园四期 3室2厅 东南,半岛城邦花园四期,蛇口,南山区,3室2厅2卫,114.33,25000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2880705201298210816.html
整租·阳光带海滨城一期 4室2厅 南,阳光带海滨城一期,科技园,南山区,4室2厅2卫,145.00,19000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2871876090656194560.html
整租·朗景园 1室1厅 南,朗景园,科技园,南山区,1室1厅1卫,43.28,7000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2876662688488882176.html
整租·现代城华庭 2室2厅 西南,现代城华庭,南山中心,南山区,2室2厅1卫,79.00,7500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2896948168514076672.html
整租·如意家园 3室2厅 南,如意家园,南头,南山区,3室2厅1卫,110.00,8800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2870267706404511744.html
整租·鸿威海怡湾 4室2厅 南,鸿威海怡湾,深圳湾,南山区,4室2厅1卫,148.68,22000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2817970060503818240.html
整租·鸿威海怡湾 4室2厅 东南,鸿威海怡湾,深圳湾,南山区,4室2厅2卫,143.00,22000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2836768288296943616.html
整租·假日湾 3室2厅 南,假日湾,华侨城,南山区,3室2厅1卫,105.00,15000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2883920768595935232.html
整租·鼎太风华六期 2室1厅 西北,鼎太风华六期,前海,南山区,2室1厅1卫,75.00,7500,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2866770726281814016.html
整租·阳光带海滨城一期 4室1厅 东南,阳光带海滨城一期,科技园,南山区,4室1厅2卫,145.00,18000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2625904232167391232.html
整租·蔚蓝海岸3期 3室2厅 南,蔚蓝海岸3期,后海,南山区,3室2厅2卫,128.00,16000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2857776819866968064.html
整租·观海台 3室2厅 南,观海台,后海,南山区,3室2厅2卫,108.00,13000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2867542177410990080.html
整租·汉京确悦 3室2厅 东南,汉京确悦,前海,南山区,3室2厅2卫,77.00,8000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2821168199478296576.html
整租·蔚蓝海岸3期 3室2厅 东南,蔚蓝海岸3期,后海,南山区,3室2厅2卫,89.54,14000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2856588203749031936.html
整租·欧陆经典 3室1厅 南,欧陆经典,西丽,南山区,3室1厅1卫,75.76,7500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892654475892498432.html
整租·汉京确悦 3室2厅 东南,汉京确悦,前海,南山区,3室2厅2卫,87.00,8200,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2898587592284962816.html
整租·南海玫瑰花园一期 2室1厅 东南,南海玫瑰花园一期,蛇口,南山区,2室1厅1卫,79.00,12800,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2862128683844911104.html
整租·朗景园 2室2厅 南,朗景园,科技园,南山区,2室2厅1卫,75.77,7500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2881230459868545024.html
整租·瑞景华庭 1室0厅 东/东南,瑞景华庭,前海,南山区,1室0厅1卫,30.00,3700,东 东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2893442154414751744.html
整租·燕晗山苑 2室1厅 西南,燕晗山苑,华侨城,南山区,2室1厅1卫,93.28,15500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2866707666154299392.html
整租·桃源村二期 3室2厅 东南,桃源村二期,西丽,南山区,3室2厅1卫,91.00,8500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2881682673711972352.html
整租·佳兆业前海广场一期 3室1厅 南,佳兆业前海广场一期,前海,南山区,3室1厅1卫,87.00,8000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887725703829667840.html
整租·英达钰龙园 2室2厅 东南,英达钰龙园,南头,南山区,2室2厅1卫,67.45,7060,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2878101948748808192.html
整租·阳光带海滨城一期 4室2厅 东南,阳光带海滨城一期,科技园,南山区,4室2厅2卫,143.00,16000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887700796189974528.html
整租·花果山小区 1室0厅 南,花果山小区,蛇口,南山区,1室0厅1卫,35.00,4000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2881358196080123904.html
整租·百仕达红树西岸 2室2厅 西,百仕达红树西岸,红树湾,南山区,2室2厅2卫,117.00,32000,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2889852413047472128.html
整租·星海名城一期二组团 3室2厅 北,星海名城一期二组团,前海,南山区,3室2厅1卫,100.00,9500,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2886376917970190336.html
整租·天鹅湖花园三期 4室2厅 南,天鹅湖花园三期,华侨城,南山区,4室2厅2卫,122.57,20000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886826818227142656.html
整租·侨城豪苑 3室2厅 南,侨城豪苑,白石洲,南山区,3室2厅2卫,105.00,10200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886953014919438336.html
整租·栖游家园 2室2厅 跃层 南,栖游家园,蛇口,南山区,2室2厅1卫,57.54,6500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886823400272576512.html
整租·绿海名都 2室2厅 南,绿海名都,前海,南山区,2室2厅1卫,77.40,7700,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886870772763336704.html
整租·海尚国际 3室2厅 西南,海尚国际,蛇口,南山区,3室2厅2卫,106.00,9000,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886943356284846080.html
整租·松坪村东区三期 2室1厅 西北,松坪村东区三期,科技园,南山区,2室1厅1卫,59.15,6600,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2887041796499062784.html
整租·万科云城 4室2厅 北,万科云城,西丽,南山区,4室2厅3卫,135.00,14000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2888373879632838656.html
整租·城市山谷三期 1室0厅 西,城市山谷三期,科技园,南山区,1室0厅1卫,44.00,5500,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2886959104109322240.html
整租·南园枫叶国际广场 2室1厅 南,南园枫叶国际广场,南山中心,南山区,2室1厅1卫,41.84,6300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2889708278240526336.html
整租·栖游家园 1室1厅 西,栖游家园,蛇口,南山区,1室1厅1卫,31.00,4800,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2889746124779036672.html
整租·鲸山觐海 4室2厅 南,鲸山觐海,蛇口,南山区,4室2厅2卫,201.00,28000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886374376708505600.html
整租·海月花园二期 2室1厅 南,海月花园二期,蛇口,南山区,2室1厅1卫,128.00,10000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2889112115506061312.html
整租·深圳湾创新科技中心 1室0厅 北,深圳湾创新科技中心,科技园,南山区,1室0厅1卫,27.00,5000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2889133591592443904.html
整租·汉京山 1室1厅 西南,汉京山,南山中心,南山区,1室1厅2卫,58.00,7200,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2889995149550043136.html
整租·南海玫瑰花园二期 2室1厅 南,南海玫瑰花园二期,蛇口,南山区,2室1厅1卫,98.00,15000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2889895802921295872.html
整租·青春家园 3室2厅 南,青春家园,南山中心,南山区,3室2厅1卫,88.00,8900,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2890450717125394432.html
整租·翠竹园 4室2厅 北,翠竹园,蛇口,南山区,4室2厅2卫,110.50,10500,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2891318864334036992.html
整租·友邻公寓 2室1厅 南,友邻公寓,南山中心,南山区,2室1厅1卫,38.00,5600,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2890503003008139264.html
整租·海韵嘉园 3室1厅 南,海韵嘉园,蛇口,南山区,3室1厅2卫,93.17,10500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2890553659010326528.html
整租·新一代国际公寓 1室1厅 北,新一代国际公寓,后海,南山区,1室1厅1卫,36.25,5400,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2890422882524209152.html
整租·滨海之窗 3室2厅 南,滨海之窗,后海,南山区,3室2厅2卫,107.02,13000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2890530524412526592.html
整租·东方美地苑 2室1厅 南,东方美地苑,南头,南山区,2室1厅1卫,58.20,6200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2890583007562317824.html
整租·中新街社区 3室2厅 南,中新街社区,华侨城,南山区,3室2厅1卫,89.00,8500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2892571593467502592.html
整租·友邻公寓 1室0厅 北,友邻公寓,南山中心,南山区,1室0厅1卫,31.92,4600,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2889979949383417856.html
整租·南油B区 1室1厅 西,南油B区,后海,南山区,1室1厅1卫,30.00,2950,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2869400047554920448.html
整租·桃苑小区 1室0厅 南,桃苑小区,南头,南山区,1室0厅1卫,29.00,3300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891982635591548928.html
整租·友邻公寓 1室1厅 东,友邻公寓,南山中心,南山区,1室1厅1卫,38.00,5800,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2890568237522108416.html
整租·景园大厦(爱榕路) 4室2厅 东南/南/西南,景园大厦(爱榕路),蛇口,南山区,4室2厅2卫,116.93,8000,东南 南 西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2870096541656555520.html
整租·天安公寓 1室0厅 西北,天安公寓,南山中心,南山区,1室0厅1卫,37.00,2300,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2869535460818944000.html
整租·华侨新村 3室2厅 北,华侨新村,南山中心,南山区,3室2厅2卫,97.30,8200,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2869598775171883008.html
整租·蓝漪花园 4室2厅 东南,蓝漪花园,蛇口,南山区,4室2厅2卫,139.00,14000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2870961076839915520.html
整租·雍华府 4室2厅 东南,雍华府,蛇口,南山区,4室2厅2卫,142.11,15500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2870864210261450752.html
整租·友邻公寓 1室0厅 西,友邻公寓,南山中心,南山区,1室0厅1卫,28.63,4300,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2869697442440282112.html
整租·前海枫叶大厦 2室1厅 西北,前海枫叶大厦,南头,南山区,2室1厅1卫,47.00,8500,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2870834726384975872.html
整租·华润城润府一期 4室2厅 北,华润城润府一期,科技园,南山区,4室2厅2卫,131.07,20000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2869618793947070464.html
整租·鼎太风华四期 3室2厅 东南,鼎太风华四期,前海,南山区,3室2厅2卫,114.74,12000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2838251745061109760.html
整租·香山里花园一期 4室2厅 东南,香山里花园一期,华侨城,南山区,4室2厅3卫,173.00,21000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2837176041259679744.html
整租·桃苑公寓 1室1厅 东南,桃苑公寓,南头,南山区,1室1厅1卫,34.24,3300,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2871042686335590400.html
整租·星海名城六期 4室2厅 南,星海名城六期,前海,南山区,4室2厅2卫,149.00,15000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2837065608171102208.html
整租·鸣溪谷 4室1厅 南,鸣溪谷,蛇口,南山区,4室1厅2卫,177.00,22000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2836944652353929216.html
整租·旺海怡苑 2室2厅 南,旺海怡苑,南头,南山区,2室2厅1卫,73.00,6800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2839730340510310400.html
整租·碧海天家园 3室2厅 东南,碧海天家园,后海,南山区,3室2厅1卫,110.00,10500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2839126787446022144.html
整租·莲城花园 2室1厅 西,莲城花园,南头,南山区,2室1厅1卫,57.00,5000,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2839942094687584256.html
整租·海上世界双玺 5室2厅 东北,海上世界双玺,蛇口,南山区,5室2厅3卫,252.00,150000,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2841830733105348608.html
整租·漾日湾畔 5室2厅 东/东南/南,漾日湾畔,后海,南山区,5室2厅3卫,270.00,45000,东 东南 南,https://m.lianjia.com/chuzu/sz/zufang/SZ2839959483977826304.html
整租·漾日湾畔 2室1厅 北,漾日湾畔,后海,南山区,2室1厅1卫,77.00,10000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2841279718094290944.html
整租·南国丽城 3室2厅 南,南国丽城,大学城,南山区,3室2厅2卫,100.00,9000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2839817105997053952.html
整租·侨城豪苑 3室2厅 南,侨城豪苑,白石洲,南山区,3室2厅1卫,105.00,10000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2842757577098665984.html
整租·三湘海尚花园 4室2厅 东南/西北,三湘海尚花园,深圳湾,南山区,4室2厅3卫,228.00,38000,东南 西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2831151762499977216.html
整租·半岛城邦花园二期 3室2厅 东南,半岛城邦花园二期,蛇口,南山区,3室2厅1卫,89.00,14000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2828401785385779200.html
整租·前海嘉里中心 2室2厅 西北/北,前海嘉里中心,前海,南山区,2室2厅1卫,96.34,15000,西北 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2843402950527950848.html
整租·前海嘉里中心 2室2厅 北,前海嘉里中心,前海,南山区,2室2厅2卫,97.52,20000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2829705897318547456.html
整租·阳光海滨花园 5室2厅 东南,阳光海滨花园,深圳湾,南山区,5室2厅3卫,151.00,29000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2829571110440542208.html
整租·大冲城市花园 7室5厅 南/北,大冲城市花园,科技园,南山区,7室5厅4卫,275.00,43000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2838943386570850304.html
整租·前海凯御 3室2厅 东南,前海凯御,前海,南山区,3室2厅1卫,59.00,7900,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2830995997809704960.html
独栋·尚驿时代青年公寓 荔湖花园店 豪华单间带停车位 开间,,,,1室0厅1卫,20.00,700-880,北,https://m.lianjia.com/chuzu/sz/apartment/layout/381778.html
独栋·尚驿时代青年公寓 荔湖花园店 一房一厅带厨房车位 1室1厅,,,,1室1厅1卫,30.00,1100,北,https://m.lianjia.com/chuzu/sz/apartment/layout/381786.html
整租·鸣溪谷 4室2厅 南/北,鸣溪谷,蛇口,南山区,4室2厅2卫,176.11,20000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2830987745936015360.html
整租·恒丰工业城 2室1厅 东南,恒丰工业城,曦城,宝安区,2室1厅1卫,46.32,2400,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2818207736050237440.html
独栋·时代青年公寓 石岩店 北欧风地铁一房一厅 1室1厅,,,,1室1厅1卫,25.00,1000-1500,北,https://m.lianjia.com/chuzu/sz/apartment/layout/207293.html
整租·中信湾上六座 3室2厅 南,中信湾上六座,碧海,宝安区,3室2厅1卫,88.67,7300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2899144345389105152.html
独栋·时代青年公寓 石岩店 北欧风电梯单间 开间,,,,1室0厅1卫,20.00,780-1080,北,https://m.lianjia.com/chuzu/sz/apartment/layout/307853.html
整租·桃源居十六区 2室2厅 南,桃源居十六区,桃源居,宝安区,2室2厅1卫,83.66,5500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2756338252356263936.html
整租·卡罗社区 1室1厅 西南,卡罗社区,翻身,宝安区,1室1厅1卫,46.00,4600,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891889468917694464.html
独栋·瑞驰公寓 石岩店 温馨大单间 开间,,,,1室0厅1卫,24.00-26.00,900-1000,南,https://m.lianjia.com/chuzu/sz/apartment/layout/344928.html
独栋·和院轻奢社区 石岩店 阳光特价大单间 开间,,,,1室0厅1卫,30.00,1150,东南,https://m.lianjia.com/chuzu/sz/apartment/layout/357459.html
整租·碧海名园 3室2厅 复式 西南,碧海名园,西乡,宝安区,3室2厅1卫,88.00,6500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2822493961770508288.html
整租·华丰前海湾二期 3室2厅 东南,华丰前海湾二期,碧海,宝安区,3室2厅1卫,87.47,7200,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891874501157994496.html
整租·天悦龙庭二期 3室2厅 东南,天悦龙庭二期,宝安中心,宝安区,3室2厅1卫,116.46,9600,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2821696268533760000.html
整租·大益广场 2室2厅 南,大益广场,西乡,宝安区,2室2厅1卫,81.00,5000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888419261506920448.html
独栋·寓尚物业 福永店 大阳台一房一厅 1室1厅,,,,1室1厅1卫,38.00,1980-2080,东南,https://m.lianjia.com/chuzu/sz/apartment/layout/389684.html
整租·兴华花园 3室1厅 东北,兴华花园,西乡,宝安区,3室1厅1卫,78.80,4500,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2889837139002916864.html
整租·海雅缤纷城 2室2厅 西南,海雅缤纷城,新安,宝安区,2室2厅1卫,72.00,6500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2891860622843052032.html
